"","studyID","arm","time","mean","SD","n","test_type","UnAdj_cluster","chart_ref","chart","converge"
"22","Hollis 2016 12-18","Physical Activity 4 Everyone","long","0.674969722842762","0.986276868872513","560","Baseline and FU","Baseline and FU","Y","WHO","Y"
"23","Hollis 2016 12-18","Control","long","0.756646157007197","0.919926879091615","425","Baseline and FU","Baseline and FU","Y","WHO","Y"
"24","Kennedy 2018 12-18","Resistance Training for Teens","baseline","0.587332941598565","1.32006760489007","349","Baseline and FU","N","Y","IOTF","Y"
"25","Kennedy 2018 12-18","Resistance Training for Teens","short","0.637306043608017","1.06270743378616","294","Baseline and FU","N","Y","IOTF","Y"
"26","Kennedy 2018 12-18","Control","baseline","0.810087649721605","1.20304552413471","254","Baseline and FU","N","Y","IOTF","Y"
"27","Kennedy 2018 12-18","Control","short","0.75490389828145","1.15909428656012","211","Baseline and FU","N","Y","IOTF","Y"
"28","Kennedy 2018 12-18","Resistance Training for Teens","mid","0.608987230837086","1.18782518050005","279","Baseline and FU","N","Y","IOTF","Y"
"29","Kennedy 2018 12-18","Control","mid","0.855460098337634","1.09877138872259","188","Baseline and FU","N","Y","IOTF","Y"
"30","Leme 2018 12-18","H3-G-Brazil group","baseline","0.423293471231568","1.03353072667036","142","Baseline and FU","N","Y","WHO","Y"
"31","Leme 2018 12-18","H3-G-Brazil group","short","0.444015684460862","1.00542598245802","111","Baseline and FU","N","Y","WHO","Y"
"32","Leme 2018 12-18","Control","baseline","0.369521784418316","1.00030548102282","111","Baseline and FU","N","Y","WHO","Y"
"33","Leme 2018 12-18","Control","short","0.377748564773113","0.973056894833225","83","Baseline and FU","N","Y","WHO","Y"
"34","Leme 2018 12-18","H3-G-Brazil group","mid","0.334315214131391","0.976188305840779","89","Baseline and FU","N","Y","WHO","Y"
"35","Leme 2018 12-18","Control","mid","0.294857598288391","1.03888477499661","55","Baseline and FU","N","Y","WHO","Y"
"36","Papadaki 2010 12-18","LP/LGI","baseline","1.02114228408767","0.885570854982479","101","Baseline and FU","N","Y","IOTF","Y"
"37","Papadaki 2010 12-18","LP/LGI","short","0.962000454344851","0.905593331145325","101","Baseline and FU","N","Y","IOTF","Y"
"38","Papadaki 2010 12-18","Control","baseline","1.38679004065514","0.80869975736842","88","Baseline and FU","N","Y","IOTF","Y"
"39","Papadaki 2010 12-18","Control","short","1.36112143715105","0.765980321003489","88","Baseline and FU","N","Y","IOTF","Y"
"40","Papadaki 2010 12-18","LP/HGI","baseline","1.19260338876477","0.862367363967584","85","Baseline and FU","N","Y","IOTF","Y"
"41","Papadaki 2010 12-18","LP/HGI","short","1.17207303923863","0.821100056521143","85","Baseline and FU","N","Y","IOTF","Y"
"42","Papadaki 2010 12-18","HP/LGI","baseline","1.31682332318994","0.802031954337801","91","Baseline and FU","N","Y","IOTF","Y"
"43","Papadaki 2010 12-18","HP/LGI","short","1.15544393984652","0.880107112750355","91","Baseline and FU","N","Y","IOTF","Y"
"44","Papadaki 2010 12-18","HP/HGI","baseline","1.24665563696661","0.836376561806669","95","Baseline and FU","N","Y","IOTF","Y"
"45","Papadaki 2010 12-18","HP/HGI","short","1.09102791847933","0.824396765405326","95","Baseline and FU","N","Y","IOTF","Y"
"46","Shomaker 2019 12-18","Learning to BREATHE","baseline","1.58547937390976","0.470520026322749","29","Baseline and FU","N","Y","CDC","Y"
"47","Shomaker 2019 12-18","Learning to BREATHE","short","1.6013080418788","0.465137893101385","24","Baseline and FU","N","Y","CDC","Y"
"48","Shomaker 2019 12-18","Control - Health education","baseline","1.61707464659085","0.451215196983185","25","Baseline and FU","N","Y","CDC","Y"
"49","Shomaker 2019 12-18","Control - Health education","short","1.64201701935393","0.433392766519217","18","Baseline and FU","N","Y","CDC","N"
"50","Shomaker 2019 12-18","Learning to BREATHE","long","1.64310509869039","0.396917916434181","23","Baseline and CS","N","Y","CDC","Y"
"51","Shomaker 2019 12-18","Control - Health education","long","1.6934464196001","0.419814662690007","21","Baseline and CS","N","Y","CDC","Y"
"52","Barnes 2021 5-11","SWAP IT intervention","baseline","0.55443760354304","1.10963201800768","163","Baseline and FU","N","Y","WHO","Y"
"53","Barnes 2021 5-11","SWAP IT intervention","mid","0.486004752314693","1.06227420771854","160","Baseline and FU","N","Y","WHO","Y"
"54","Barnes 2021 5-11","Control","baseline","0.791302289261274","0.975386946600361","167","Baseline and FU","N","Y","WHO","Y"
"55","Barnes 2021 5-11","Control","mid","0.634697536926096","1.1330721353832","163","Baseline and FU","N","Y","WHO","Y"
"56","Barnes 2021 5-11","Physically Active Children in Education (PACE) intervention","baseline","0.495869632771568","1.22941160315386","283","Baseline and FU","N","Y","WHO","Y"
"57","Barnes 2021 5-11","Physically Active Children in Education (PACE) intervention","mid","0.337769476604054","1.17893926424801","279","Baseline and FU","N","Y","WHO","Y"
"58","Barnes 2021 5-11","SWAP IT + PACE Combined","baseline","0.458251222653164","1.06659031318013","202","Baseline and FU","N","Y","WHO","Y"
"59","Barnes 2021 5-11","SWAP IT + PACE Combined","mid","0.313894087627677","1.16383843150481","199","Baseline and FU","N","Y","WHO","Y"
"60","Brown 2013 5-11","Intervention","baseline","1.13721295721319","0.663193365926064","31","Baseline and FU","N","Y","CDC","N"
"61","Brown 2013 5-11","Intervention","short","1.21338046248127","0.630641869564358","31","Baseline and FU","N","Y","CDC","N"
"62","Brown 2013 5-11","Control","baseline","1.18848540488023","0.629659181002124","32","Baseline and FU","N","Y","CDC","Y"
"63","Brown 2013 5-11","Control","short","1.18451293827735","0.668402971683464","32","Baseline and FU","N","Y","CDC","N"
"64","Chai 2019 5-11","Telehealth","baseline","1.96990614041595","0.823867586291951","16","Baseline and FU","N","Y","IOTF","Y"
"65","Chai 2019 5-11","Telehealth","short","1.86275210190568","0.949658652023797","16","Baseline and FU","N","Y","IOTF","Y"
"66","Chai 2019 5-11","Control","baseline","2.16688349565906","0.780902540947891","15","Baseline and FU","N","Y","IOTF","Y"
"67","Chai 2019 5-11","Control","short","2.11470954828601","0.870995797624247","15","Baseline and FU","N","Y","IOTF","Y"
"68","Chai 2019 5-11","Telehealth + SMS","baseline","1.64570614563731","0.888888251040565","15","Baseline and FU","N","Y","IOTF","Y"
"69","Chai 2019 5-11","Telehealth + SMS","short","1.73155032989283","0.8778737742033","15","Baseline and FU","N","Y","IOTF","Y"
"70","Diaz-Castro 2021 5-11","PA intervention","baseline","0.354033955594141","1.37850560846017","52","Baseline and FU","N","N","IOTF","Y"
"71","Diaz-Castro 2021 5-11","PA intervention","short","0.054703069409474","1.37217472303916","52","Baseline and FU","N","N","IOTF","Y"
"72","Diaz-Castro 2021 5-11","Control","baseline","0.924246255779468","1.14545960493721","51","Baseline and FU","N","N","IOTF","Y"
"73","Diaz-Castro 2021 5-11","Control","short","0.977086567574838","0.906055525271457","51","Baseline and FU","N","N","IOTF","Y"
"74","Elder 2014 5-11","MOVE/me Muevo","baseline","0.575759143677517","0.889565126740159","271","Baseline and FU","N","Y","CDC","Y"
"75","Elder 2014 5-11","MOVE/me Muevo","mid","0.666388126766348","0.839429758628701","239","Baseline and FU","N","Y","CDC","Y"
"76","Elder 2014 5-11","Control","baseline","0.7663715575866","0.885139852429221","267","Baseline and FU","N","Y","CDC","N"
"77","Elder 2014 5-11","Control","mid","0.89233279737889","0.729595029272419","249","Baseline and FU","N","Y","CDC","Y"
"78","Elder 2014 5-11","MOVE/me Muevo","long","0.735930576461266","0.770414437105752","237","Baseline and FU","N","Y","CDC","N"
"79","Elder 2014 5-11","Control","long","0.865978234480483","0.772597475210096","252","Baseline and FU","N","Y","CDC","Y"
"80","Fairclough 2013 5-11","CHANGE!","baseline","0.23178398800275","1.08220308060142","138","Baseline","N","N","IOTF","Y"
"81","Fairclough 2013 5-11","Control","baseline","0.245681130907134","1.15776617705117","127","Baseline","N","N","IOTF","Y"
"82","Farmer 2017 5-11","PLAY","baseline","0.6196288057057","1.21113757289617","374","Baseline and FU","N","Y","WHO","Y"
"83","Farmer 2017 5-11","PLAY","mid","0.689993135131507","1.20270630711379","360","Baseline and FU","N","Y","WHO","Y"
"84","Farmer 2017 5-11","Control","baseline","0.623414667530052","1.19975478770494","369","Baseline and FU","N","Y","WHO","Y"
"85","Farmer 2017 5-11","Control","mid","0.687993276318206","1.21726530010076","355","Baseline and FU","N","Y","WHO","Y"
"86","Farmer 2017 5-11","PLAY","long","0.768549171214167","1.17092581556798","318","Baseline and FU","N","Y","WHO","Y"
"87","Farmer 2017 5-11","Control","long","0.666214924151161","1.16189195205495","306","Baseline and FU","N","Y","WHO","Y"
"88","Hendrie 2011 5-11","Intervention","baseline","0.28859306814552","1.05026646633783","76","Baseline and FU","N","N","IOTF","Y"
"89","Hendrie 2011 5-11","Intervention","short","0.258405770939793","1.0182308357694","76","Baseline and FU","N","N","IOTF","Y"
"90","Hendrie 2011 5-11","Control (screen time reduction)","baseline","0.413844159432986","1.07771164763613","69","Baseline and FU","N","N","IOTF","Y"
"91","Hendrie 2011 5-11","Control (screen time reduction)","short","0.396323917720497","1.29324268125958","64","Baseline and FU","N","N","IOTF","Y"
"92","James 2004 5-11","CHOMPS","baseline","0.448437769261976","0.908180774645506","311","Baseline and FU","N","N","IOTF","Y"
"93","James 2004 5-11","CHOMPS","mid","0.456297111742003","0.918344383027273","295","Baseline and FU","N","N","IOTF","Y"
"94","James 2004 5-11","Control","baseline","0.569613285139924","0.941223406513369","304","Baseline and FU","N","N","IOTF","Y"
"95","James 2004 5-11","Control","mid","0.631696225668366","0.981608521598371","279","Baseline and FU","N","N","IOTF","Y"
"96","James 2004 5-11","CHOMPS","long","0.391452550420926","1.03358088865692","219","Baseline and FU","N","N","IOTF","Y"
"97","James 2004 5-11","Control","long","0.646791881738885","0.949294112144884","215","Baseline and FU","N","N","IOTF","Y"
"98","Jones 2015 5-11","Wollongong SPORT","baseline","1.98827806111866","0.606892063842122","19","Baseline and FU","N","Y","IOTF","Y"
"99","Jones 2015 5-11","Wollongong SPORT","short","1.84868676024244","0.621147725540714","18","Baseline and FU","N","Y","IOTF","Y"
"100","Jones 2015 5-11","Healthy lifestyle education program","baseline","2.29609619461714","0.621457859379868","18","Baseline and FU","N","Y","IOTF","Y"
"101","Jones 2015 5-11","Healthy lifestyle education program","short","2.25329600505061","0.608576734980726","17","Baseline and FU","N","Y","IOTF","Y"
"102","Jones 2015 5-11","Wollongong SPORT","mid","1.84920062916776","0.599683040634872","16","Baseline and FU","N","Y","IOTF","Y"
"103","Jones 2015 5-11","Healthy lifestyle education program","mid","2.18645477003795","0.632590676700445","15","Baseline and FU","N","Y","IOTF","Y"
"104","Khan 2014 5-11","FITKids","baseline","-0.0404842426780136","0.737884536943059","64","Baseline and FU","N","Y","CDC","Y"
"105","Khan 2014 5-11","FITKids","mid","-0.0384038701170846","0.736429823111824","64","Baseline and FU","N","Y","CDC","Y"
"106","Khan 2014 5-11","Control","baseline","-0.0760221649763828","0.737962945276124","68","Baseline and FU","N","Y","CDC","Y"
"107","Khan 2014 5-11","Control","mid","0.0136808375361386","0.756285726986069","68","Baseline and FU","N","Y","CDC","Y"
"108","Lazaar 2007 5-11","Intervention","baseline","0.00758928038545464","0.746968863500326","138","Baseline and FU","N","N","IOTF","Y"
"109","Lazaar 2007 5-11","Intervention","short","-0.0804250475696819","0.719181765817838","138","Baseline and FU","N","N","IOTF","Y"
"110","Lazaar 2007 5-11","Control","baseline","-0.0522551321673901","0.68008522713993","187","Baseline and FU","N","N","IOTF","Y"
"111","Lazaar 2007 5-11","Control","short","-0.0208345167680392","0.646210554636435","187","Baseline and FU","N","N","IOTF","Y"
"112","Lent 2014 5-11","Healthy Corner Store","baseline","0.96135508362543","0.762719702716611","435","Baseline and FU","N","Y","CDC","N"
"113","Lent 2014 5-11","Healthy Corner Store","mid","0.945103012555542","0.767527532686605","331","Baseline and FU","N","Y","CDC","N"
"114","Lent 2014 5-11","Control","baseline","0.989025176824825","0.687456884795828","332","Baseline and FU","N","Y","CDC","N"
"115","Lent 2014 5-11","Control","mid","0.970460337597669","0.798464701898074","265","Baseline and FU","N","Y","CDC","N"
"116","Lent 2014 5-11","Healthy Corner Store","long","1.03809737191009","0.742198648518979","262","Baseline and FU","N","Y","CDC","N"
"117","Lent 2014 5-11","Control","long","1.04048301670669","0.692576958620424","249","Baseline and FU","N","Y","CDC","N"
"118","Li 2010 5-11","Happy 10 program","baseline","0.4234144699034","1.3475769101462","2329","Baseline and CS","N","Y","WHO","Y"
"119","Li 2010 5-11","Happy 10 program","mid","0.410804152076713","1.28229456256347","2072","Baseline and CS","N","Y","WHO","Y"
"120","Li 2010 5-11","Control","baseline","0.390618721663612","1.32819885652193","2371","Baseline and CS","N","Y","WHO","Y"
"121","Li 2010 5-11","Control","mid","0.469393274565672","1.28551236237814","2115","Baseline and CS","N","Y","WHO","Y"
"122","Li 2010 5-11","Happy 10 program","long","0.539530197748082","1.23791500110634","2028","Baseline and CS","N","Y","WHO","Y"
"123","Li 2010 5-11","Control","long","0.579416267581383","1.16817319250556","2092","Baseline and CS","N","Y","WHO","Y"
"124","Liu 2019 5-11","Intervention","baseline","0.522632309153045","1.35782201154893","930","Baseline and FU","N","Y","WHO","Y"
"125","Liu 2019 5-11","Intervention","short","0.481689215597633","1.27047686704081","902","Baseline and FU","N","Y","WHO","Y"
"126","Liu 2019 5-11","Control","baseline","0.492464110425862","1.39821386835249","959","Baseline and FU","N","Y","WHO","Y"
"127","Liu 2019 5-11","Control","short","0.455991560554417","1.34798671274918","935","Baseline and FU","N","Y","WHO","Y"
"128","Liu 2019 5-11","Intervention","mid","0.577581370284746","1.27030409903852","900","Baseline and FU","N","Y","WHO","Y"
"129","Liu 2019 5-11","Control","mid","0.515996976852936","1.32196013233968","939","Baseline and FU","N","Y","WHO","Y"
"130","Liu 2022 5-11","DECIDE - Children","baseline","0.670265612189343","1.28017719545247","703","Baseline and FU","N","Y","WHO","Y"
"131","Liu 2022 5-11","DECIDE - Children","short","0.515518241882303","1.33225092025178","703","Baseline and FU","N","Y","WHO","Y"
"132","Liu 2022 5-11","Control","baseline","0.782344839460039","1.18974826322085","670","Baseline and FU","N","Y","WHO","Y"
"133","Liu 2022 5-11","Control","short","0.716225760893181","1.28997998678387","670","Baseline and FU","N","Y","WHO","Y"
"134","Liu 2022 5-11","DECIDE - Children","baseline","0.669632070214182","1.23720304678667","686","Baseline and FU","N","Y","WHO","Y"
"135","Liu 2022 5-11","DECIDE - Children","mid","0.398878788726516","1.33527329055925","686","Baseline and FU","N","Y","WHO","Y"
"136","Liu 2022 5-11","Control","baseline","0.805934994303122","1.14497593938595","676","Baseline and FU","N","Y","WHO","Y"
"137","Liu 2022 5-11","Control","mid","0.653635266808265","1.21907915513845","676","Baseline and FU","N","Y","WHO","Y"
"138","Lloyd 2018 5-11","HeLP","baseline","0.367025741788694","1.09436719963076","676","Baseline and FU","N","N","IOTF","Y"
"139","Lloyd 2018 5-11","HeLP","long","0.401861794117159","1.01566952828152","630","Baseline and FU","N","N","IOTF","Y"
"140","Lloyd 2018 5-11","Control","baseline","0.256549160769601","1.07636842028292","648","Baseline and FU","N","N","IOTF","Y"
"141","Lloyd 2018 5-11","Control","long","0.26633711644076","1.10983277286751","620","Baseline and FU","N","N","IOTF","Y"
"142","Martinez-Vizcaino 2020 5-11","MOVI-Kids","baseline","0.188382593929787","1.38766028973103","619","Baseline and FU","N","Y","IOTF","Y"
"143","Martinez-Vizcaino 2020 5-11","MOVI-Kids","short","0.248746382238797","1.32110181055166","619","Baseline and FU","N","Y","IOTF","Y"
"144","Martinez-Vizcaino 2020 5-11","Control","baseline","0.119192562127031","1.47482292841923","815","Baseline and FU","N","Y","IOTF","Y"
"145","Martinez-Vizcaino 2020 5-11","Control","short","0.185126744390899","1.39449365851124","815","Baseline and FU","N","Y","IOTF","Y"
"146","Martinez-Vizcaino 2022 5-11","MOVI-daFIT!","baseline","0.40427308765723","1.27947307732525","248","Baseline and FU","N","Y","IOTF","Y"
"147","Martinez-Vizcaino 2022 5-11","MOVI-daFIT!","mid","0.417069077630201","1.07957106585241","192","Baseline and FU","N","Y","IOTF","Y"
"148","Martinez-Vizcaino 2022 5-11","Control","baseline","0.4004724107241","1.16292562083656","239","Baseline and FU","N","Y","IOTF","Y"
"149","Martinez-Vizcaino 2022 5-11","Control","mid","0.394331974224706","1.18255936918929","204","Baseline and FU","N","Y","IOTF","Y"
"150","Morgan 2014 5-11","HDHK program","baseline","0.950289867423255","1.00305226918628","72","Baseline and CS","CS","N","IOTF","Y"
"151","Morgan 2014 5-11","HDHK program","short","0.770461150004293","1.02930505532987","72","Baseline and CS","CS","N","IOTF","Y"
"152","Morgan 2014 5-11","Control","baseline","0.746080732929564","1.02909122005494","60","Baseline and CS","CS","N","IOTF","Y"
"153","Morgan 2014 5-11","Control","short","0.645410856928505","1.0568732572828","60","Baseline and CS","CS","N","IOTF","Y"
"154","Newton 2014 5-11","Intensive intervention","baseline","1.7568957304222","0.59585552254806","13","Baseline and CS","N","Y","CDC","N"
"155","Newton 2014 5-11","Intensive intervention","short","1.80095522878146","0.576715016610145","13","Baseline and CS","N","Y","CDC","N"
"156","Newton 2014 5-11","Minimal intervention","baseline","1.43262239502847","0.705624503887379","14","Baseline and CS","N","Y","CDC","N"
"157","Newton 2014 5-11","Minimal intervention","short","0.367737281987404","1.09639547935407","14","Baseline and CS","N","Y","CDC","N"
"158","Nicholl 2021 5-11","Milky Way study","baseline","-0.235640416600043","0.796525998234197","24","Baseline and CS","N","Y","CDC","Y"
"159","Nicholl 2021 5-11","Milky Way study","short","-0.235639856007512","0.790098522571543","24","Baseline and CS","N","Y","CDC","Y"
"160","Nicholl 2021 5-11","Control","baseline","-0.309714663763432","0.760904619884931","21","Baseline and CS","N","Y","CDC","Y"
"161","Nicholl 2021 5-11","Control","short","-0.378158663954371","0.760733844273965","21","Baseline and CS","N","Y","CDC","Y"
"162","Paineau 2008 5-11","Group A","baseline","0.434052802757284","1.05143679199829","280","Baseline and CS","N","N","IOTF","Y"
"163","Paineau 2008 5-11","Group A","short","0.332452620176281","0.995615559631248","280","Baseline and CS","N","N","IOTF","Y"
"164","Paineau 2008 5-11","Control","baseline","0.265067538488915","1.00289663711182","394","Baseline and CS","N","N","IOTF","Y"
"165","Paineau 2008 5-11","Control","short","0.209994561350966","0.958602997785696","394","Baseline and CS","N","N","IOTF","Y"
"166","Paineau 2008 5-11","Group B","baseline","0.44840213487019","1.05172851095809","275","Baseline and CS","N","N","IOTF","Y"
"167","Paineau 2008 5-11","Group B","short","0.364986070235683","1.01026702334626","275","Baseline and CS","N","N","IOTF","Y"
"168","Pena 2021 5-11","Intervention","baseline","1.01542342928772","1.00579355042978","1611","Baseline","N","Y","WHO","Y"
"169","Pena 2021 5-11","Control","baseline","1.10060001038678","1.05378720355332","411","Baseline","N","Y","WHO","Y"
"170","Robinson 2010 5-11","Intervention","baseline","1.07721308210055","0.772432143920558","134","Baseline and CS","N","N","CDC","Y"
"171","Robinson 2010 5-11","Intervention","long","1.24683910354273","0.649176141827026","134","Baseline and CS","N","N","CDC","Y"
"172","Robinson 2010 5-11","Control","baseline","1.104456001203","0.695973476540266","127","Baseline and CS","N","N","CDC","N"
"173","Robinson 2010 5-11","Control","long","1.23108885047921","0.658275650615777","127","Baseline and CS","N","N","CDC","Y"
"174","Rosario 2012 5-11","Intervention","baseline","0.877863732782103","0.935473099463276","231","Baseline","N","Y","IOTF","Y"
"175","Rosario 2012 5-11","Control","baseline","0.665239531372778","0.999331212643416","233","Baseline","N","Y","IOTF","Y"
"176","Rosenkranz 2010 5-11","SNAP","baseline","0.757778334662103","0.746895916707727","33","Baseline and FU","Baseline and FU","Y","CDC","N"
"177","Rosenkranz 2010 5-11","SNAP","short","0.708551594539409","0.742624070118026","33","Baseline and FU","Baseline and FU","Y","CDC","Y"
"178","Rosenkranz 2010 5-11","Control","baseline","0.512903708351341","0.685445591404459","39","Baseline and FU","Baseline and FU","Y","CDC","Y"
"179","Rosenkranz 2010 5-11","Control","short","0.423281875066027","0.75072843022157","39","Baseline and FU","Baseline and FU","Y","CDC","Y"
"180","Siegrist 2013 5-11","JuvenTUM","baseline","0.524478950565707","1.1185505777273","422","Baseline and FU","N","N","IOTF","Y"
"181","Siegrist 2013 5-11","JuvenTUM","mid","0.593892809064964","1.02365055666943","422","Baseline and FU","N","N","IOTF","Y"
"182","Siegrist 2013 5-11","Control","baseline","0.446902891795759","1.18108107368821","297","Baseline and FU","N","N","IOTF","Y"
"183","Siegrist 2013 5-11","Control","mid","0.507016596239049","1.08843544193345","297","Baseline and FU","N","N","IOTF","Y"
"184","Stettler 2015 5-11","Beverage-only","baseline","1.20416233368965","0.467942434012784","76","Baseline and FU","N","Y","CDC","Y"
"185","Stettler 2015 5-11","Beverage-only","mid","1.19166970848318","0.483807342098638","51","Baseline and FU","N","Y","CDC","Y"
"186","Stettler 2015 5-11","Control","baseline","1.28902149532634","0.469255020062494","33","Baseline and FU","N","Y","CDC","Y"
"187","Stettler 2015 5-11","Control","mid","1.41117131531175","0.484583331721858","24","Baseline and FU","N","Y","CDC","Y"
"188","Stettler 2015 5-11","Multiple behaviors","baseline","1.19416320577187","0.452217148112757","63","Baseline and FU","N","Y","CDC","Y"
"189","Stettler 2015 5-11","Multiple behaviors","mid","1.11613096625624","0.473671670868423","46","Baseline and FU","N","Y","CDC","Y"
"190","Story 2012 5-11","Bright Start","baseline","0.527291930290471","1.02598561758777","267","Baseline and FU","Baseline and FU","Y","CDC","N"
"191","Story 2012 5-11","Bright Start","long","0.892295043574064","0.86760333274813","267","Baseline and FU","Baseline and FU","Y","CDC","Y"
"192","Story 2012 5-11","Control","baseline","0.247888839199354","1.16475863078608","187","Baseline and FU","Baseline and FU","Y","CDC","N"
"193","Story 2012 5-11","Control","long","0.586517417031316","0.993568120221237","187","Baseline and FU","Baseline and FU","Y","CDC","N"
"194","Wang 2018 5-11","HLP-YOG intervention","baseline","0.764516726932614","1.00194393896638","5275","Baseline and FU","N","N","IOTF","Y"
"195","Wang 2018 5-11","HLP-YOG intervention","mid","0.636323427038853","1.02611503350578","5275","Baseline and FU","N","N","IOTF","Y"
"196","Wang 2018 5-11","Control","baseline","0.787038384038342","0.922524977687412","4583","Baseline and FU","N","N","IOTF","Y"
"197","Wang 2018 5-11","Control","mid","0.67967960776947","1.07553889678329","4583","Baseline and FU","N","N","IOTF","Y"
"198","Xu 2015 5-11","CLICK programme","baseline","0.652044764060438","1.0031751557433","612","Baseline and CS","CS","N","IOTF","Y"
"199","Xu 2015 5-11","CLICK programme","mid","0.373393807533092","1.03032161875771","612","Baseline and CS","CS","N","IOTF","Y"
"200","Xu 2015 5-11","Control","baseline","0.603613245637051","0.939500422731047","513","Baseline and CS","CS","N","IOTF","Y"
"201","Xu 2015 5-11","Control","mid","0.319566156491529","1.01924640421225","513","Baseline and CS","CS","N","IOTF","Y"
"202","Xu 2017 (5 other cities) 5-11","Comprehensive","baseline","0.188169827091364","1.33878950268932","2656","Baseline and FU","N","Y","WHO","Y"
"203","Xu 2017 (5 other cities) 5-11","Comprehensive","mid","0.220090299064027","1.28265451172219","2656","Baseline and FU","N","Y","WHO","Y"
"204","Xu 2017 (5 other cities) 5-11","Control","baseline","0.24513694884967","1.3282221035982","2627","Baseline and FU","N","Y","WHO","Y"
"205","Xu 2017 (5 other cities) 5-11","Control","mid","0.260102265147202","1.2356798345072","2627","Baseline and FU","N","Y","WHO","Y"
