"","studyID","arm","time","mean","SD","n","test_type","UnAdj_cluster","chart_ref","chart","converge"
"25","Elder 2014 5-11","Control","baseline","0.69663051121261","0.85724298232136","267","Baseline and FU","N",NA,NA,"Y"
"26","Elder 2014 5-11","Control","mid","0.671984480184808","0.854419870369184","249","Baseline and FU","N",NA,NA,"Y"
"27","Elder 2014 5-11","MOVE/me Muevo","long","0.479731959195676","1.02897780479982","237","Baseline and FU","N",NA,NA,"Y"
"28","Elder 2014 5-11","Control","long","0.686073048491319","0.900942765015844","252","Baseline and FU","N",NA,NA,"Y"
"29","Fulkerson 2010 5-11","HOME","short","0.294963156869151","1.0172382793494","22","FU","N",NA,NA,"Y"
"30","Fulkerson 2010 5-11","Control","short","0.21481329940126","0.982554998113675","22","FU","N",NA,NA,"Y"
"31","Lent 2014 5-11","Healthy Corner Store","baseline","0.765935049979352","1.20421814995378","435","Baseline and FU","N","Y","CDC","Y"
"32","Lent 2014 5-11","Healthy Corner Store","mid","0.764729612757367","1.24809970742346","331","Baseline and FU","N","Y","CDC","Y"
"33","Lent 2014 5-11","Control","baseline","0.813067400509973","1.16292191401048","332","Baseline and FU","N","Y","CDC","Y"
"34","Lent 2014 5-11","Control","mid","0.850297406512251","1.24522024872499","265","Baseline and FU","N","Y","CDC","Y"
"35","Lent 2014 5-11","Healthy Corner Store","long","0.855133603394553","1.18546531801332","262","Baseline and FU","N","Y","CDC","Y"
"36","Lent 2014 5-11","Control","long","0.866633767563888","1.08669602523474","249","Baseline and FU","N","Y","CDC","Y"
"37","Newton 2014 5-11","Intensive intervention","baseline","1.72831004043308","1.14717349556695","13","Baseline and CS","N","Y","CDC","Y"
"38","Newton 2014 5-11","Intensive intervention","short","1.81020814816116","1.21275247017468","13","Baseline and CS","N","Y","CDC","Y"
"39","Newton 2014 5-11","Minimal intervention","baseline","1.38091473740885","1.02525790640332","14","Baseline and CS","N","Y","CDC","Y"
"40","Newton 2014 5-11","Minimal intervention","short","1.49323851067129","1.09637848981344","14","Baseline and CS","N","Y","CDC","Y"
"41","Nicholl 2021 5-11","Milky Way study","baseline","-0.199796602548342","0.759848072827499","24","Baseline and CS","N","Y","CDC","Y"
"42","Nicholl 2021 5-11","Milky Way study","short","-0.189624728067111","0.749099891161576","24","Baseline and CS","N","Y","CDC","Y"
"43","Nicholl 2021 5-11","Control","baseline","-0.124477489889065","0.878923829389788","21","Baseline and CS","N","Y","CDC","Y"
"44","Nicholl 2021 5-11","Control","short","-0.319221429046305","0.867750376368254","21","Baseline and CS","N","Y","CDC","Y"
"45","Rosenkranz 2010 5-11","SNAP","baseline","0.482974953167945","0.81878191336786","33","Baseline and FU","Baseline and FU","Y","CDC","Y"
"46","Rosenkranz 2010 5-11","SNAP","short","0.478526570246911","0.815172212958788","33","Baseline and FU","Baseline and FU","Y","CDC","Y"
"47","Rosenkranz 2010 5-11","Control","baseline","0.439604418996698","0.692749788006386","39","Baseline and FU","Baseline and FU","Y","CDC","Y"
"48","Rosenkranz 2010 5-11","Control","short","0.35751244922953","0.671403473298419","39","Baseline and FU","Baseline and FU","Y","CDC","Y"
"49","Sherwood 2019 5-11","Intervention","baseline","1.04015287461167","0.2742661826937","212","Baseline and FU","N",NA,NA,"Y"
"50","Sherwood 2019 5-11","Intervention","mid","0.935139501543288","0.379556832632485","181","Baseline and FU","N",NA,NA,"Y"
"51","Sherwood 2019 5-11","Control","baseline","1.05400601447344","0.278903489215944","209","Baseline and FU","N",NA,NA,"Y"
"52","Sherwood 2019 5-11","Control","mid","0.981100768340816","0.409097273320006","183","Baseline and FU","N",NA,NA,"Y"
"53","Sherwood 2019 5-11","Intervention","long","0.923508206036596","0.435583225166599","180","Baseline and FU","N",NA,NA,"Y"
"54","Sherwood 2019 5-11","Control","long","0.967516302297741","0.482084017302111","187","Baseline and FU","N",NA,NA,"Y"
